    AspectRatio      MADX       MADY         AvgU         MADU         AvgV        MADV        CorrXY         CorrXP         CorrXU        CorrXV         CorrYP         CorrYU         CorrYV         CorrPU         CorrPV         CorrUV      NumXMin    NumXMax    NumYMin    NumYMax    NumUMin    NumUMax    NumVMin    NumVMax    Character
       2.2029       0.17931    0.52806       -0.6547      1.0498       -1.0333     2.0931        0.52205       -0.12358       0.23388       -0.23586       -0.27129       -0.24439        0.15522      -0.053636       -0.58933      -0.64624       1          1          1          1          2          1          1          1           S    
       2.3556       0.15784    0.42043        1.6301      1.6909       -2.6298     3.4736       -0.16358        -0.3016       0.34884         0.3392       -0.10423        -0.1338       0.036259        0.37353        0.10332       0.84775       2          1          1          0          2          2          2          1           T    
       2.1728       0.16416    0.39174        1.4832       1.482       -1.5243      3.442       -0.31291      0.0095367       0.49795        0.29141       -0.25226        -0.2327        0.20861        0.57108      -0.079817       0.46014       1          1          1          1          2          2          2          2           T    
       1.6444       0.27885     0.4049       0.92473     0.56227       -1.6916     3.4168       -0.46681        0.68119      -0.23386        0.20143       -0.40576       -0.48393         0.2069       0.021436       -0.23585      -0.10147       0          0          1          1          2          3          2          1           U    
       1.5641       0.25721     0.3881        1.0093     0.60829       -0.3497     2.8013       -0.10523        0.73398     -0.045427        0.61243       -0.57236       -0.28042        0.42925         0.3936        0.28954      -0.40888       0          0          1          0          1          2          1          1           V    
       1.6812       0.26809    0.36461       0.92344     0.71773      0.026048     2.5294      -0.032521        0.66167      -0.33029        0.62844       -0.56194       -0.71054        0.53198        0.46457        0.17819      -0.65552       0          0          1          0          0          1          1          1           V    
       1.0732       0.28286    0.26275        1.0391      0.3855       0.18876      3.084        0.22211        0.55348     -0.017502        0.56317       -0.46948        -0.6313        0.40698        0.54447        0.28137      -0.16034       0          0          2          1          1          2          2          2           W    
       1.0526        0.3172    0.29928       0.96776     0.62554       0.19672     3.5963       -0.08458        0.64603      -0.17654        0.43361       -0.54975       -0.73527        0.29225        0.38931        0.21258      -0.43087       0          1          2          1          3          3          2          2           W    
       1.8551       0.21688    0.42064      -0.83575      2.9482       -5.4748     2.4535        0.19414       0.043772       0.34904       0.062762       -0.20327      -0.086531       -0.62186       -0.75683        -0.5929       0.77433       0          1          1          1          2          2          2          1           X    
         1.68       0.18683    0.38202        1.6925      2.8768        -1.602     3.5696        -0.1254       -0.16972       0.34811        0.15046        -0.4305       0.039147        0.11368       -0.39114       -0.50078       0.93674       2          2          1          1          2          2          3          3           Z    
       1.7349       0.13708    0.39937       0.47029     0.92941       -1.0637     3.9516       -0.29611       -0.13758       0.63135         0.1042       -0.42217        -0.7056        0.14418        0.54398       -0.11883       0.21412       1          0          2          2          3          2          2          2           A    
       1.3913       0.15666    0.33416       0.64159     0.76449      -0.59581     3.3736       -0.42185       -0.24355       0.90321        0.11012       -0.16522       -0.72093        0.36963       -0.13233        -0.3156      0.037747       1          0          2          2          2          1          2          2           A    
       3.4558       0.12513    0.51403       0.18075     0.99816        -1.856     3.2921       -0.47788        0.43633       0.17318      -0.024025       -0.56651        0.32466      -0.057674        0.19937      -0.080089     -0.017743       0          1          1          1          2          2          2          1           B    
       2.0385       0.17116    0.48256       0.12201      1.2467      -0.95449      2.297        0.37866       -0.76514       0.29821        0.87386       -0.54029        -0.7302        0.10348        0.19685       -0.42069       0.56747       1          0          1          1          1          1          1          1           C    
       1.8551       0.17234    0.48853       0.26552      1.2084      -0.66606      2.064        0.24354       -0.77184       0.62427        0.94518       -0.30256       -0.59511        0.26545       -0.37218       -0.64524       0.60877       1          0          1          1          1          1          1          2           C    
        3.023      0.095348    0.40504       0.21908     0.89669      -0.75965     4.4078      0.0049828       -0.36513       0.41356        0.26307       -0.22135       -0.57226         0.3267        0.23625       -0.72287      0.092288       1          0          2          2          2          1          2          1           D    
       3.1783       0.11572    0.42908       0.15286     0.93181       -2.8893     3.9978        0.15252       -0.32669        0.3421       -0.15187       -0.20597       -0.31752       0.013026       -0.40842       -0.62956       0.36946       1          0          2          2          2          1          4          3           D    
       1.3784       0.16499    0.28963       0.59385      1.4081      -0.42308     2.0868      -0.094762       -0.15316       0.51159        0.91144     -0.0077184       -0.83708        0.16151        -0.1076       -0.10771       0.38311       1          1          1          1          1          2          2          2           E    
       3.8667       0.11835    0.48322       0.56076      1.6275       -2.4153     3.9287        0.50944      -0.089196       0.44037        0.58094       -0.18334      -0.065069        0.46276       -0.13889       -0.63317       0.46647       1          0          1          1          2          2          1          1           F    
       1.3521       0.19372    0.33918       0.82128      1.8988      -0.50817     2.8239        0.61506      -0.023552       0.32298        0.37913        0.18021       -0.52527        0.24165       -0.11959       -0.19325       0.54681       1          0          1          1          1          1          1          2           F    
        2.307       0.10493    0.32818        0.1701      1.6295      -0.82444      4.129         0.3008       -0.38722       0.42612       0.093135       -0.40306        0.11623        0.14516      9.297e-05        -0.2688       0.63945       2          1          2          2          2          1          2          3           G    
       1.9325       0.17608    0.44223       0.70061      0.5465       -1.1964     2.8208       -0.75434        0.29902       0.59989       -0.20501       -0.53423      -0.051999       0.094573        0.39934       -0.32026      -0.44234       0          0          1          2          2          2          2          1           H    
       1.8286        0.1794    0.41456       0.68778     0.54237       -1.5359     2.5271       -0.59092        0.15877       0.85344        0.13071        -0.6218       -0.36393      -0.031074        0.28084       -0.18795       0.11918       0          0          1          2          2          2          2          1           H    
       7.2963      0.094367    0.76704         1.154      1.0392       -2.8707       4.01        0.34866        0.21572     -0.059431        0.57198     -0.0042089         0.1433        0.48852      -0.083835       0.033077      -0.22233       1          1          2          3          2          2          2          2           I    
       3.9739       0.08952    0.63313      -0.12915      1.2353       -2.0729     3.4249        0.55387        0.36139       0.70445       -0.43929       -0.17663        0.79804         0.2606      -0.068359       -0.37389      -0.29261       1          0          2          2          1          2          2          2           J    
        3.046       0.10559    0.57416      -0.34506     0.95151        -1.313     2.3482        0.66063       0.070099       0.86333       -0.46194       -0.20953        0.93664        0.27034      -0.055163       -0.48544     -0.031696       1          0          1          0          1          1          1          1           J    
       1.3558       0.14723    0.30905       0.31288      1.4838       -2.7644     1.9258       -0.28625       -0.14167       0.77822        0.33131       -0.12316        -0.3086       -0.24389        -0.1307       -0.13205       0.31575       2          1          1          1          2          1          4          3           K    
       2.4815       0.13958    0.51271       0.57747      1.1302       0.16265     3.3304        0.29227      -0.040214       0.46518        0.53049        0.59365       -0.68846       0.072645       -0.52933       -0.19449       0.37303       1          1          1          1          1          1          1          1           L    
       2.8936       0.12261    0.56245       0.74827     0.91821       0.52372     4.0417        0.32287        0.23501      -0.13267       -0.22457        0.53744       -0.69064       0.039773       -0.70422       -0.70455       0.62051       1          1          0          1          1          1          2          2           L    
       1.4381       0.26691    0.29774       0.83789       1.066       -1.1972     3.6051       -0.29088       0.034619       0.24306       -0.30906      -0.019117        0.71794        0.28982       0.070614       0.016573       0.59762       0          0          2          2          3          2          3          2           M    
       1.3333       0.28755    0.27304        0.8208      1.0498       -1.0043     3.1839        -0.2543       0.051408       0.13142       -0.16299      0.0020107        0.65267        0.26461        0.20995        0.19457       0.80093       0          0          2          2          2          2          3          2           M    
       1.1382       0.27506    0.35321         0.972     0.87805       -1.4837     3.2829       -0.45337       0.044568       0.67547       -0.27631       -0.20368        0.29543        0.29888       0.084487     -0.0068869     -0.059541       0          0          1          1          2          2          2          1           N    
       2.1212       0.17623    0.44988        0.1174       1.327      -0.30758     3.1875       0.010281        0.31797       0.12244        0.94386       -0.51329       -0.89191        0.10327        0.19277        0.21755       0.15145       2          1          1          1          2          2          1          1           O    
       1.8667       0.16362    0.38857       0.11454      1.7018      -0.59997     3.1632        0.10493       0.051969       0.18392        0.94014       -0.48789       -0.77836       0.052992       0.003327       0.052976        0.3566       2          1          1          2          2          1          2          1           O    
       3.0063      0.099123     0.4894      0.054652      1.4449       -3.4498     3.6841        0.15021         0.5662       0.33832        0.18929      -0.073941        0.28189        0.47423        0.14115       -0.50348       0.36073       0          1          1          1          2          2          1          1           P    
       3.7667      0.098945    0.45908        0.1547      1.3592       -2.9066     3.3512        0.09191        0.66466       0.31044       -0.17959      -0.097889        0.40615         0.6318      -0.062704       -0.66472       0.32453       1          2          1          1          2          2          2          1           P    
       2.2011      0.097281     0.3615       0.26986      1.1168      -0.52422      3.296      0.0031567       -0.54994       0.65172        0.61745       -0.25299       -0.28107        0.24153       -0.18695       -0.38148         0.732       2          1          2          2          2          1          2          2           Q    
        2.086       0.16664    0.37352       0.56089      1.1107       0.45833     2.6926        0.73347      -0.073388       0.45435      -0.089113        -0.3105        0.69684        0.24298        0.19137       0.098463       0.56912       1          1          1          1          1          2          1          1           R    
       1.6732       0.16549    0.34626       0.78681      1.0804       0.43663     2.4076          0.572       -0.17799       0.79754        0.11446       -0.51679          0.943        0.49572       -0.42005       -0.03419       0.46537       1          1          1          0          1          2          1          1           R    
       1.7062       0.18673     0.3814      -0.68606      1.5214      -0.59811     2.2864         0.5266       -0.15315       0.44015       -0.13204       -0.27959        0.27691        0.14223       -0.37865       -0.48668      -0.22511       2          2          1          1          2          2          2          3           S    
       1.8833       0.19415    0.41767      -0.62028      1.7239      -0.60114     2.2911        0.34886       0.083579        0.3055     9.3134e-05       -0.01563       0.064275        0.14087       -0.33433       -0.58498      -0.22961       2          2          1          1          2          1          1          1           S    
       1.9048       0.15384    0.34771        1.7775      2.5152       -1.2098     2.8062         0.3113       -0.17103       0.37705          0.583       -0.36783      -0.075602      -0.059036        0.16684       -0.38442         0.744       2          1          1          0          2          2          2          2           T    
       1.2602       0.24045    0.32343        0.8966     0.74075      -0.66255     3.2822       -0.25756        0.26683       0.44715         0.2922       -0.31286       -0.82059         0.2552      -0.042483       -0.17456      0.075829       0          0          2          2          1          1          2          1           U    
        1.619       0.23078    0.33183       0.84525     0.38119       0.58175     2.2663        0.32905      -0.023615       0.63915        0.54283       -0.53073        0.15058        0.50986       -0.12619      -0.052318      0.073084       0          0          1          1          1          2          1          1           V    
        1.252        0.2554    0.26545       0.93039       0.201       0.30804     3.0324        0.20033         0.2411       0.29266        0.50126       -0.48642        0.11481        0.30983        0.39087      -0.022135      -0.18227       0          0          2          2          3          3          2          2           W    
       1.3333       0.27928    0.26913        0.7043     0.61432       0.79303     2.9747        0.17325        0.39916        0.4222        0.33005       -0.39287       -0.33624        0.60013        0.78176       -0.25393      -0.44666       0          0          2          2          2          2          2          2           W    
       1.3947       0.23459    0.38225     -0.019467      1.9714       -3.0942     1.8053       0.098023       -0.17962       0.51401        0.27776       -0.14606       0.089989        0.26099       -0.24003       -0.60054        0.3189       1          1          2          1          1          1          2          1           X    
       3.3821       0.15549    0.48927       -0.1073      1.0672       -2.0002     2.5907        0.51368      -0.013704       0.24342        0.55195       0.037773        0.39478        0.52706       -0.43489       -0.68391       0.79847       1          1          1          1          2          1          2          1           Y    
      0.88123       0.29185     0.3399        1.2929      2.2798      -0.52803     1.5253       -0.09146       -0.14422       0.31151       0.087264      -0.086394        0.16691       0.047104       -0.18523       -0.26682       0.89804       1          1          1          1          1          2          2          2           Z    
      0.99346       0.23434     0.2845       0.17823      1.9164      -0.46234     2.9238       -0.13151        -0.3991        0.3044        0.14078       -0.03609       -0.77119        0.40616        0.64046      -0.055076       -0.2337       1          0          1          2          2          2          2          2           A    
       1.9394       0.18531    0.39352       0.26295      1.0124       -1.1407     2.1301       -0.71455        0.44007    -0.0074067      -0.092629       -0.40397        0.38709      -0.017935        0.17348        -0.3761      -0.18293       0          1          2          1          2          2          2          1           B    
       2.7681       0.14608    0.48345       0.14374      1.0957       -1.1325     2.9525       -0.65098        0.53815      0.072583       -0.15619        -0.4714        0.23997       0.061421       -0.11866       -0.14006      -0.25484       0          1          2          2          2          2          2          2           B    
        2.127       0.14965    0.48674       0.17116      1.2735       -1.6177     1.9675       -0.37077       -0.58616       0.47055        0.70375       0.021215       -0.88251        0.31447      -0.083622       -0.51585      -0.23458       1          0          1          1          1          1          2          1           C    
       2.3252       0.12052    0.44875        0.3434      1.1429        -1.005     2.4204       -0.20343       -0.46594       0.47596        0.88222       -0.19278       -0.86713         0.2187       0.029796       -0.61163       0.13421       1          0          2          1          1          1          2          2           C    
       1.7312       0.14694    0.28772       0.49045      1.2054      -0.52449     3.2435      -0.017151       -0.35048       0.55127      0.0059581        0.31772        -0.5235         0.2653      -0.036023        0.10692      -0.28853       2          1          1          2          2          2          2          1           D    
        1.848        0.1448    0.25697       0.21331      1.2026      -0.45424     2.9629       0.036045       -0.26072       0.35444      -0.099289        0.50302       -0.31272        0.35761        0.28328        0.16326      -0.11738       1          0          1          2          2          1          2          2           D    
       1.1691       0.22644    0.27373        1.0276      1.4354      -0.35121     1.9729        -0.3546       -0.21276       0.34482         0.5389        0.21298        -0.7258         0.2249     -0.0079726      -0.084095       0.33986       1          1          1          1          1          2          1          2           E    
       1.3576       0.21955    0.29584        1.3376      1.7739      -0.45857     2.0149       -0.38293     -0.0059299       0.15114        0.61602        0.17986       -0.54844        0.25855        -0.1805       -0.23553       0.25794       1          1          1          1          1          2          1          1           E    
       3.3968        0.1296    0.48326      -0.98278      1.4312        4.0174      2.774       -0.42448        -0.1852       0.08006        0.11759       -0.08501        0.72227      -0.043811       -0.58595        0.43648      -0.33865       1          1          0          1          2          1          2          2           F    
       2.3275       0.15411    0.40336      -0.89258      1.2968        1.8398     2.4698       -0.14607        -0.2056     0.0014493       -0.52277       0.083187        0.72181       0.099041         0.0241         0.4162      0.092857       1          1          0          1          2          1          1          1           F    
       2.8267       0.12656    0.53191      -0.26396      1.2707       0.90301     2.6792       -0.15253        -0.3166       0.56137       0.051883       -0.60595       -0.17933       0.094531         0.2241         0.1669        0.1478       2          1          1          1          2          2          1          1           G    
       2.8933       0.12837      0.447       0.38338      1.0201      -0.04971      3.393       -0.28626        -0.1201       0.45874       0.094561       -0.48512       0.038825         0.1147          0.221    -0.00028138     -0.078059       2          1          1          2          2          2          1          1           G    
       1.5556       0.25569    0.38227       0.92841      0.7819       -1.1439     1.5936       -0.69642      -0.005843        0.6499      -0.097151       -0.30943       -0.35941        0.18998        0.32804       -0.10662       0.24286       0          0          1          1          0          1          2          1           H    
       1.9245       0.15571    0.44674        1.2334     0.45934      -0.43664     2.7006      -0.022951      -0.019713     -0.032554       -0.59059       0.068997       -0.69445        0.29056        0.27447        -0.1067       0.08696       0          1          1          1          1          2          1          1           I    
       1.6842       0.16107    0.43316         1.148     0.61791      -0.22294     2.4626      -0.012925       -0.11188       0.31786       -0.43949       -0.12779       -0.72911        0.30611       0.058063       -0.22412      -0.29055       1          1          1          1          2          1          1          2           I    
       5.1905       0.12975    0.65486      -0.10089      0.8575       -2.9067     4.2997       -0.76372         0.5526       0.20655       -0.68065       -0.32415        0.42699        0.19124        0.22934       -0.25736      -0.68714       0          1          1          0          1          2          1          1           J    
        7.619      0.093302     0.8276     0.0016263     0.99134       -2.4996     4.2986       -0.58358        0.64618       0.28393       -0.87442       -0.23431        0.53123         0.2545        0.42394       -0.49661      -0.62379       1          1          1          0          2          2          1          1           J    
       2.2692       0.13872    0.41929       0.99421      1.2353       -4.2881     3.0189        -0.6909        -0.1252       0.35656        0.46019       0.014253       -0.14171       -0.45969        0.31985       -0.26011      -0.33124       1          1          1          1          1          2          2          1           K    
       2.2222       0.17146     0.4464       0.45791     0.67709       -2.2157     2.4212       -0.60118       -0.11747       0.63186         0.3744      -0.025823       -0.57362      0.0077816       -0.14567       -0.50734      0.088482       1          1          1          2          2          2          2          1           K    
        1.847       0.17672    0.42014       0.80301     0.91146     -0.099497     2.8041      -0.032701       -0.12446        0.4614        -0.1799        0.43708       -0.67008        0.37829       -0.11061       -0.04984      0.017115       1          1          0          1          1          2          1          1           L    
            2        0.1851    0.35144        1.0907      0.9598       0.11482     2.6293       -0.10865        0.10452       0.48385      -0.073044        0.42227       -0.75348        0.50608       0.013797       0.044042      -0.24231       1          1          0          1          1          2          1          1           L    
      0.71498       0.33845    0.22512        1.2657     0.25736      -0.21704     2.7816       -0.29332       -0.17715       0.71014       -0.27628        0.23723        0.45718        0.48761       0.030824       -0.15517       0.23288       0          0          2          2          0          1          2          2           M    
      0.73529       0.36816    0.25557        1.0485     0.60077       -1.3007     3.7198       -0.11342       0.016452       0.86418       -0.21042       -0.22268        0.42075        0.60906       -0.27695        0.19232       0.25453       0          0          2          2          1          2          3          2           M    
       1.0051        0.2208    0.33316       0.94496     0.64094       -1.2153      2.941       -0.40065       -0.13877       0.92909       -0.19991       0.071979        0.24436        0.10944      -0.031143       -0.15671      -0.30819       0          0          1          1          1          0          2          1           N    
       1.2917       0.23372    0.33524       0.92446     0.67929       -1.1695     2.7956       -0.54853      -0.013617       0.88667       -0.38815       0.044456      -0.084088        0.33809        0.21866       0.020407      -0.27221       0          0          1          2          1          1          2          1           N    
       1.9841       0.18577    0.35118       0.31348      1.7181       0.51301     3.0693       -0.25098       0.080679         0.413       -0.95565       -0.20906        0.77354        0.46151       -0.21911         0.1003      -0.18098       1          1          1          2          1          2          1          1           O    
       2.6889       0.15857    0.49568       0.63639     0.70081         1.042     2.4493        0.79779       -0.11162       0.80625       0.026801      -0.045893        0.87934        0.49659        0.00503        0.46809       0.21655       0          0          1          0          1          1          1          1           R    
       2.2982       0.17897    0.52354      -0.64665      1.9242       -1.0624     1.8765       -0.19898      -0.034527       0.41094       -0.55539       -0.24606       -0.26609       0.051247       0.020574       -0.48049      -0.60119       1          1          1          1          2          1          1          1           S    
        2.065        0.1966     0.5205        -0.425      1.6817        -1.258     1.4756       -0.12762       0.089259       0.23539       -0.34524       -0.39364      -0.041192      -0.066917        0.12489       -0.44174      -0.68592       1          1          1          1          2          1          1          0           S    
          1.5       0.19555    0.34764       0.26762      1.6474     -0.023076      3.528        0.13594       0.035201       0.39764       -0.34127        0.31915        -0.3871        0.24114        0.20959       0.056143      0.084608       0          1          1          1          2          2          1          2           T    
       1.5661       0.18505    0.35378       0.14454       1.475      0.004145     3.6409       0.020576       -0.20096       0.18537       -0.34025        0.26147        -0.5125        0.23901      -0.016875       -0.39488      -0.12403       0          1          1          1          1          2          1          2           T    
       1.7959       0.24061    0.34924       0.77675     0.23491       0.54163     2.3059        0.25314        0.23007    -0.0057485         0.6228        -0.5847       -0.55366        0.53313        0.44869       0.018163      -0.50738       0          0          1          0          1          2          1          1           V    
       1.5467       0.21504    0.37205       0.87222     0.31681       0.37361     2.3128        0.23699        0.16323       0.16584        0.64432       -0.50045        0.34566        0.47707       0.064849       -0.03289      -0.20346       0          0          1          0          1          2          1          1           V    
       1.1042       0.33208    0.26884       0.93401     0.72344       0.48131     2.2108        0.15987        0.35995      -0.18055        0.69781        -0.5596       -0.93413        0.63043        0.40875      -0.037052      -0.50453       0          1          2          1          2          2          2          2           W    
       1.3448       0.27214    0.25682        1.0519     0.79521      -0.21373     2.7444        0.26245        0.17618      -0.34147         0.7614       -0.63741       -0.79348         0.4926        0.46124       -0.13874      -0.73338       0          1          2          1          1          2          2          2           W    
       1.2487       0.21845    0.37106        1.3967       2.351       -3.7259     1.8044       -0.27327      -0.013426       0.43923       0.093646       -0.03492        0.14792        -0.1931        0.22109       -0.54872      -0.52837       1          0          1          1          1          1          2          1           X    
       1.6111       0.21899     0.3945     -0.072623      1.9314       -3.5974     1.5708         0.1526      -0.042886       0.53203        0.51558        0.18272       -0.14891        0.27996       -0.17085       -0.28553        0.6374       0          1          1          1          1          1          2          1           X    
       2.4722       0.15226    0.36811       0.64035      1.0879      -0.17708     3.7047      -0.045357        0.15443      0.075875       -0.19333       -0.40943        0.60597        0.15419       -0.38944        -0.1094        0.2818       1          2          2          1          1          2          1          2           Y    
         2.32       0.16672    0.36456       0.63373      1.1496       -0.2501     3.9759       -0.15264        0.18943    -0.0029715      -0.037846       -0.47601        0.61974        0.15073       -0.51079       0.039073       0.29269       1          1          2          1          1          2          2          2           Y    
       4.1905       0.11398    0.66077       0.28894     0.69368       -1.4085     3.7876        -0.4045         0.7688      -0.19388       -0.85258       -0.30068        0.84135        0.22807       -0.46734       -0.55693      0.047998       0          1          1          2          2          2          2          2           Z    
       3.0256       0.14527    0.52587      0.020964      1.2277       -2.1252     4.0711       -0.13657        0.29221       0.31103       -0.06483       -0.51989         0.4891       -0.11976       0.045011       -0.10191       0.21848       0          1          2          1          1          1          2          2           B    
       2.1728       0.16518    0.47942       0.11456      1.4786      -0.59589     2.7364        0.17974       -0.27571       0.19621        0.85638       -0.12132       -0.62842        0.23292      -0.011285      -0.086021         0.394       1          0          1          1          2          2          2          2           C    
        1.034       0.32808    0.22801       0.99246      2.1097      -0.27283     2.1211       -0.34764        0.16741       0.12494        0.52705       0.053249        -0.6676        0.15202        0.10481       -0.02796       0.32205       1          1          1          1          1          2          2          2           E    
       1.0303       0.30534    0.24521       0.57389      2.1727      -0.62591     2.0638       -0.21149        0.14279       0.29831        0.59518        0.13358       -0.17885        0.42422        0.19578       -0.10365       0.52866       1          1          2          1          1          2          1          2           E    
       2.0417        0.1885    0.34303       0.36678      1.7018       -1.2956     3.2267        0.41187        0.11973       0.15196        0.48663       0.090751       -0.31036        0.33757        0.12885        -0.1499       0.18983       1          0          1          1          2          2          2          3           F    
       2.0684       0.19358    0.38032       0.16117      1.5736      -0.60397     2.5916        0.47349        0.12268       0.30949         0.1061        0.08586       -0.15546        0.23617        0.28482       -0.36668       0.18646       1          1          1          1          2          3          2          2           F    
       1.4804       0.13734    0.28849       0.15934       1.928      -0.17608     2.7453        0.46241       -0.45789       0.50088        0.11062       -0.24166        0.16548        0.18003       -0.38489       -0.18913       0.51578       2          2          2          2          3          3          2          3           G    
       2.1705       0.15116    0.40304       -0.4763      1.5781       -1.1461     2.3345        0.58348        0.37367       0.58342        0.19002        0.14146        0.39437        0.46165        0.20565       -0.13474       0.26329       1          2          1          2          2          2          2          2           G    
       1.5897       0.19162    0.30335       0.86342      1.1855      0.079153     3.3426        0.29095         0.4783       0.19637        0.11563        0.38202       -0.30486        0.31074       0.053436        0.06005       0.53993       1          1          1          2          1          2          2          2           H    
       2.8736       0.16269    0.52492       0.35988     0.95488       -1.8169      3.518       -0.14517      -0.073369       0.26019      -0.043617        -0.3448        0.11505      -0.029554       0.005765       -0.23174       0.70166       1          0          1          2          2          1          2          1           H    
       1.6899        0.1494    0.46129       0.87811      1.1857       0.40569     2.3332        0.52635        0.22764      0.091127       0.006005       0.069175       -0.61243       0.051084         0.1679       0.010957       0.42952       1          1          2          2          4          3          2          3           I    
       3.2778       0.10708    0.58829       0.55578      1.1911       -1.7177     2.3832       -0.41332       -0.12346       0.74215        0.69251       -0.29714       -0.61765        0.44403        0.02268       -0.48319       0.30102       1          1          2          1          2          3          2          2           I    
       3.6782       0.07249    0.57491       0.28404      1.3747       0.18913     4.0657       -0.10281       -0.17245        0.6238       -0.26433       -0.51359        0.28862        0.16045       -0.30807       -0.10828       0.43241       1          1          2          1          3          4          3          3           J    
        2.963      0.072118    0.51133       0.34576      1.1841      -0.43252     3.2444         0.1588        -0.3241       0.51217       -0.16473       -0.42032       0.072977       0.061254       0.030239       0.056173       0.55422       2          1          2          1          3          3          2          2           J    
       2.1138       0.14868    0.38351       0.49958      1.4557       -2.4573     4.4257       -0.10538       -0.21218       0.60504        0.13217       -0.32305      -0.022456        0.11335       -0.18582      -0.067663       0.36215       2          1          2          2          2          2          3          2           K    
       2.0741       0.17426    0.38999       0.40192       1.702         -1.26     2.6727      -0.044861      -0.017717       0.46789        0.17198       -0.46798        0.10608        0.22385      -0.042218       -0.21835       0.62249       2          1          1          2          2          2          3          2           K    
       1.4872       0.22415    0.35173        1.1268      1.2413       0.41905     2.5942        0.42041        0.40041      -0.15403        0.08926        0.43887       -0.59409        0.10214      -0.054271       -0.17434       0.61796       1          1          1          1          1          2          1          2           L    
       1.3605        0.2537    0.34183       0.85883       1.308     -0.067138     2.5847         0.3914        0.27039     -0.019862       0.060069        0.38387       -0.30914        0.20896       0.090472      -0.035425       0.73071       1          1          0          1          1          2          1          1           L    
      0.75472       0.32675    0.24239        1.0767      1.2794      -0.70084     3.3695        0.11808         0.1433       0.24243      -0.047298     -0.0052136        0.89008        0.53077        0.24234        0.14349       0.77428       0          1          2          2          3          2          3          2           M    
       1.0435       0.32501    0.35414       0.90983     0.82096       -1.2919       3.31       -0.39442      -0.043411    -0.0042312       -0.23723      -0.084678        0.85112       0.061465        0.32547       -0.13306      -0.13667       0          0          1          1          2          2          2          1           N    
        1.219       0.32775    0.35519       0.88857      1.3528       -1.0699     3.1497      -0.070782        0.15037      0.076639       -0.12985       -0.23677        0.71671        0.13499        0.19136      -0.030218       0.70568       1          2          1          1          2          1          2          1           N    
       1.3793       0.18284    0.29782      -0.51723      2.1677       -1.4318     3.2572       0.081346        0.11599       0.56806        0.84412       -0.39592       -0.50309         0.3222       0.044626      -0.014395       0.39394       1          1          1          2          3          2          1          1           O    
        2.386       0.15267    0.34116       0.27237      1.0733        0.2079     4.0439       -0.26665      -0.041633       0.25442        0.40544       -0.24325       -0.47859        0.16402         0.2794       0.032994      0.038134       1          0          2          3          4          3          2          3           Q    
       2.2105       0.10669    0.33315       0.40237       1.241      -0.31966     3.3034       -0.21787       -0.20298       0.59059        0.52416       -0.13142        -0.1492        0.25497       -0.14912       -0.14621        0.5743       2          1          2          2          2          2          2          3           Q    
      0.87273       0.32059      0.265        1.5445      1.3421      -0.31861     2.3776        0.29636        0.21716      0.090793        0.42865       -0.37655         0.2933        0.20136        0.35569      -0.037568      0.055739       0          0          1          0          1          2          1          1           R    
       1.4921       0.21571    0.34306        0.6172      1.8883       0.33753     2.8371        0.45276        0.58792      -0.11062       -0.23346        0.42992    -0.00084392       0.060829         0.1002      -0.075702       0.48256       1          2          1          1          2          2          1          1           S    
          1.6       0.22828    0.35837       0.64228       1.611       0.63005     2.2507        0.51773         0.6502      -0.21562      -0.030015        0.41617       0.052976        0.10292       -0.13446       -0.06995       0.60115       1          2          1          1          2          2          1          2           S    
        1.224       0.24216    0.26973        2.0673      1.6283       0.77416     3.2548        0.41929        0.14893      0.016676        -0.1479        0.24753       -0.26585       0.098908       0.046807      -0.011016       0.59535       2          3          1          1          2          3          1          2           T    
       1.0338       0.23437    0.21959        2.3994      2.1477         0.172      3.009        0.13299       0.050412      -0.14121       -0.15617        0.22274       -0.31724        0.12764        0.14058       -0.07536       0.59647       2          3          1          2          2          3          2          2           T    
       1.1667        0.2576     0.2732        0.9893     0.91692      -0.35738     3.1161       -0.19397      -0.042282       0.50101        0.29627      -0.070052       -0.79884        0.20872       -0.25455       -0.21482       0.22032       0          0          2          2          2          1          2          1           U    
       1.4414       0.23591    0.37687       0.72612      1.0344       -1.2517      3.031       -0.38022      -0.050412       0.37787        0.23399      -0.045897       -0.62039        0.24761       -0.30616       -0.13522       0.57458       1          0          1          2          2          1          2          1           U    
       1.4558       0.18559    0.28118       0.95486       1.088       0.17322     3.0694         0.3254       0.055382       0.36211        0.40175       -0.22319       -0.25074        0.41587       0.071559      -0.066142      -0.32314       1          1          2          2          1          2          2          2           V    
      0.96175       0.21083    0.19996        1.2161      1.4424     -0.082576     2.2025        0.34476        0.23838     -0.035861         0.2731       0.025397       -0.40274        0.16171       0.077777      -0.036283      -0.13255       1          2          1          1          2          3          3          3           V    
       1.4472       0.25485    0.29764        0.7164      1.0975       0.36283     3.4322        0.20804        0.29842       0.14559        0.60055       -0.44973        -0.6972        0.45683        0.16545       0.017929       0.10002       0          1          2          2          3          2          2          2           W    
          0.8       0.30586    0.20151        1.1407      1.4195     -0.082171     2.5298        0.30445        0.21169       0.14762        0.36532       -0.28018       -0.37644        0.16112         0.1638       0.097272       0.32812       1          1          2          2          2          3          3          3           W    
